id,food_name,classification,rewritten_name,cached_at
4197,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",non_vegan,,2026-05-26T01:53:58.855952+00:00
4198,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",non_vegan,,2026-05-26T01:53:58.856047+00:00
4199,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:58.856141+00:00
4200,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",non_vegan,,2026-05-26T01:53:58.856236+00:00
4201,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",non_vegan,,2026-05-26T01:53:58.860161+00:00
4202,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:53:58.860356+00:00
4203,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",non_vegan,,2026-05-26T01:53:58.860477+00:00
4204,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",non_vegan,,2026-05-26T01:53:58.860585+00:00
4205,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",non_vegan,,2026-05-26T01:53:58.860684+00:00
4206,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",non_vegan,,2026-05-26T01:53:58.868633+00:00
4207,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",non_vegan,,2026-05-26T01:53:58.868805+00:00
4208,"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:53:58.868915+00:00
4209,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, all grades, cooked, broiled",non_vegan,,2026-05-26T01:53:58.869017+00:00
4210,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled",non_vegan,,2026-05-26T01:53:58.869115+00:00
4211,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled",non_vegan,,2026-05-26T01:53:58.884203+00:00
4212,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",non_vegan,,2026-05-26T01:53:58.884452+00:00
4213,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:58.885673+00:00
4214,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:53:58.885866+00:00
4215,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",non_vegan,,2026-05-26T01:53:58.886033+00:00
4216,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:53:58.888344+00:00
4217,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",non_vegan,,2026-05-26T01:53:58.888546+00:00
4218,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",non_vegan,,2026-05-26T01:53:58.888677+00:00
4219,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",non_vegan,,2026-05-26T01:53:58.888810+00:00
4220,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:58.890205+00:00
4221,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",non_vegan,,2026-05-26T01:53:58.890398+00:00
4222,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",non_vegan,,2026-05-26T01:53:58.892517+00:00
4223,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:53:58.892763+00:00
4224,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",non_vegan,,2026-05-26T01:53:58.892937+00:00
4225,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted",non_vegan,,2026-05-26T01:53:58.893040+00:00
4226,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw",non_vegan,,2026-05-26T01:53:58.893143+00:00
4227,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",non_vegan,,2026-05-26T01:53:58.893243+00:00
4228,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",non_vegan,,2026-05-26T01:53:58.893374+00:00
4229,"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:53:58.893472+00:00
4230,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:58.893579+00:00
4231,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw",non_vegan,,2026-05-26T01:53:58.893706+00:00
4232,"Beef, ribeye  petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, select, raw",non_vegan,,2026-05-26T01:53:58.893834+00:00
4233,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:58.893967+00:00
4234,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",non_vegan,,2026-05-26T01:53:58.901441+00:00
4235,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",non_vegan,,2026-05-26T01:53:58.901729+00:00
4236,"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",non_vegan,,2026-05-26T01:53:58.901869+00:00
4237,"Beef, rib eye steak, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",non_vegan,,2026-05-26T01:53:59.389162+00:00
4238,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",non_vegan,,2026-05-26T01:53:59.389706+00:00
4239,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:59.389888+00:00
4240,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",non_vegan,,2026-05-26T01:53:59.390023+00:00
4241,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",non_vegan,,2026-05-26T01:53:59.390175+00:00
4242,"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw",non_vegan,,2026-05-26T01:53:59.390322+00:00
4243,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",non_vegan,,2026-05-26T01:53:59.390754+00:00
4244,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:59.390882+00:00
4245,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",non_vegan,,2026-05-26T01:53:59.391031+00:00
4246,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.391143+00:00
4247,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, cooked, grilled",non_vegan,,2026-05-26T01:53:59.391250+00:00
4248,"Beef, rib eye steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw",non_vegan,,2026-05-26T01:53:59.391470+00:00
4249,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",non_vegan,,2026-05-26T01:53:59.391632+00:00
4250,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",non_vegan,,2026-05-26T01:53:59.391780+00:00
4251,"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",non_vegan,,2026-05-26T01:53:59.391924+00:00
4252,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",non_vegan,,2026-05-26T01:53:59.392061+00:00
4253,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",non_vegan,,2026-05-26T01:53:59.392204+00:00
4254,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",non_vegan,,2026-05-26T01:53:59.392379+00:00
4255,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:59.392528+00:00
4256,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.392671+00:00
4257,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:53:59.392817+00:00
4258,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:59.392963+00:00
4259,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.393104+00:00
4260,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:53:59.393244+00:00
4261,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:59.393423+00:00
4262,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.393753+00:00
4263,"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:53:59.394009+00:00
4264,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:59.394160+00:00
4265,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.394368+00:00
4266,"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:53:59.394518+00:00
4267,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",non_vegan,,2026-05-26T01:53:59.394655+00:00
4268,"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled",non_vegan,,2026-05-26T01:53:59.394757+00:00
4269,"Beef, rib eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, raw",non_vegan,,2026-05-26T01:53:59.394861+00:00
4270,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised",non_vegan,,2026-05-26T01:53:59.395013+00:00
4271,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:59.395119+00:00
4272,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised",non_vegan,,2026-05-26T01:53:59.395231+00:00
4273,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.395396+00:00
4274,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, cooked, braised",non_vegan,,2026-05-26T01:53:59.395502+00:00
4275,"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw",non_vegan,,2026-05-26T01:53:59.395615+00:00
4276,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, all grades, raw",non_vegan,,2026-05-26T01:53:59.395718+00:00
4277,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, cooked, braised",non_vegan,,2026-05-26T01:53:59.395827+00:00
4278,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.395928+00:00
4279,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, cooked, braised",non_vegan,,2026-05-26T01:53:59.396032+00:00
4280,"Beef, rib, eye, small end (ribs 10- 12) separable lean only, trimmed to 0"" fat, select, cooked, broiled",non_vegan,,2026-05-26T01:53:59.399562+00:00
4281,"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.399718+00:00
4282,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",non_vegan,,2026-05-26T01:53:59.399845+00:00
4283,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",non_vegan,,2026-05-26T01:53:59.399963+00:00
4284,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",non_vegan,,2026-05-26T01:53:59.400090+00:00
4285,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",non_vegan,,2026-05-26T01:53:59.400218+00:00
4286,"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:53:59.400787+00:00
4287,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",non_vegan,,2026-05-26T01:54:14.458694+00:00
4288,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",non_vegan,,2026-05-26T01:54:14.459201+00:00
4289,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",non_vegan,,2026-05-26T01:54:14.459483+00:00
4290,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",non_vegan,,2026-05-26T01:54:14.459860+00:00
4291,"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, raw",non_vegan,,2026-05-26T01:54:14.460037+00:00
4292,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",non_vegan,,2026-05-26T01:54:14.460184+00:00
4293,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",non_vegan,,2026-05-26T01:54:14.460375+00:00
4294,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",non_vegan,,2026-05-26T01:54:14.460516+00:00
4295,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, raw",non_vegan,,2026-05-26T01:54:14.460635+00:00
4296,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled",non_vegan,,2026-05-26T01:54:14.460757+00:00
4297,"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, raw",non_vegan,,2026-05-26T01:54:14.460895+00:00
4298,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",non_vegan,,2026-05-26T01:54:14.461050+00:00
4299,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:54:14.461190+00:00
4300,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",non_vegan,,2026-05-26T01:54:14.461393+00:00
4301,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:54:14.461562+00:00
4302,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",non_vegan,,2026-05-26T01:54:14.461734+00:00
4303,"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:54:14.461888+00:00
4304,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, roasted",non_vegan,,2026-05-26T01:54:14.462002+00:00
4305,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",non_vegan,,2026-05-26T01:54:14.462695+00:00
4306,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",non_vegan,,2026-05-26T01:54:14.462783+00:00
4307,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:54:14.462847+00:00
4308,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",non_vegan,,2026-05-26T01:54:14.462939+00:00
4309,"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, raw",non_vegan,,2026-05-26T01:54:14.463005+00:00
4310,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",non_vegan,,2026-05-26T01:54:14.463066+00:00
4311,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, choice, raw",non_vegan,,2026-05-26T01:54:14.463205+00:00
4312,"Beef, round, full cut, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled",non_vegan,,2026-05-26T01:54:14.463358+00:00
